"work_zip","employer","employer_zip","diff_cases","total_cases","diff_pct","employer_lat","employer_long","employer_address","work_long","work_lat","work_address"
"48092","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-83.0683519,42.5079541,"Warren, MI 48092, USA"
"48093","CAPGEMINI AMERICA INC","60606",7,1266,0.55,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-83.0092803,42.5190114,"Warren, MI 48093, USA"
"48093","POPULUS GROUP LLC","48084",3,168,1.79,42.5586572,-83.1809776,"Troy, MI 48084, USA",-83.0092803,42.5190114,"Warren, MI 48093, USA"
"48094","TECH MAHINDRA (AMERICAS), INC.","75093",1,119,0.84,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.0468775,42.7405578,"Washington, MI 48094, USA"
"48098","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-83.1756188,42.5924867,"Troy, MI 48098, USA"
"48101","CIBER, INC.","80111",7,101,6.93,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-83.2184763,42.2427186,"Allen Park, MI 48101, USA"
"48101","TECH MAHINDRA (AMERICAS), INC.","75093",2,217,0.92,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.2184763,42.2427186,"Allen Park, MI 48101, USA"
"48103","WIPRO LIMITED","08816",3,833,0.36,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.8260884,42.2475863,"Ann Arbor, MI 48103, USA"
"48104","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-83.7146001,42.2660881,"Ann Arbor, MI 48104, USA"
"48105","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-83.7092861,42.3295957,"Ann Arbor, MI 48105, USA"
"48108","IBM INDIA PRIVATE LIMITED","27709",1,676,0.15,35.8908636,-78.8665733,"Durham, NC 27709, USA",-83.7305392,42.2129167,"Ann Arbor, MI 48108, USA"
"48111","CAPGEMINI AMERICA INC","60606",3,1266,0.24,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-83.4856913,42.1894357,"Belleville, MI 48111, USA"
"48111","TECH MAHINDRA (AMERICAS), INC.","75093",7,283,2.47,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.4856913,42.1894357,"Belleville, MI 48111, USA"
"48111","SYNTEL CONSULTING INC.","48083",1,535,0.19,42.5496035,-83.1112798,"Troy, MI 48083, USA",-83.4856913,42.1894357,"Belleville, MI 48111, USA"
"48111","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.4856913,42.1894357,"Belleville, MI 48111, USA"
"48111","TECH MAHINDRA (AMERICAS), INC.","75093",4,217,1.84,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.4856913,42.1894357,"Belleville, MI 48111, USA"
"48116","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-83.7730237,42.5093496,"Brighton, MI 48116, USA"
"48120","CIBER, INC.","80111",2,101,1.98,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-83.1916937,42.3049172,"Dearborn, MI 48120, USA"
"48124","CIBER, INC.","80111",1,101,0.99,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-83.2452478,42.2982789,"Dearborn, MI 48124, USA"
"48126","TECH MAHINDRA (AMERICAS), INC.","75093",5,283,1.77,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","TECH MAHINDRA (AMERICAS), INC.","75093",9,119,7.56,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","CIBER, INC.","80111",20,101,19.8,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","TECH MAHINDRA (AMERICAS), INC.","75093",7,217,3.23,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48126","POPULUS GROUP LLC","48084",1,168,0.6,42.5586572,-83.1809776,"Troy, MI 48084, USA",-83.1756188,42.3382755,"Dearborn, MI 48126, USA"
"48150","TECH MAHINDRA (AMERICAS), INC.","75093",1,283,0.35,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.3682539,42.3691884,"Livonia, MI 48150, USA"
"48150","TECH MAHINDRA (AMERICAS), INC.","75093",1,119,0.84,33.0386278,-96.8243812,"Plano, TX 75093, USA",-83.3682539,42.3691884,"Livonia, MI 48150, USA"
"48150","HCL AMERICA, INC.","94085",1,799,0.13,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-83.3682539,42.3691884,"Livonia, MI 48150, USA"
"48152","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-83.3682539,42.4279422,"Livonia, MI 48152, USA"
"48152","RELIABLE SOFTWARE RESOURCES, INC.","48167",2,116,1.72,42.4312595,-83.483215,"Northville, MI 48167, USA",-83.3682539,42.4279422,"Livonia, MI 48152, USA"
"48152","L&T TECHNOLOGY SERVICES LIMITED","08817",2,239,0.84,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-83.3682539,42.4279422,"Livonia, MI 48152, USA"
"48158","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-84.0378894,42.1407459,"Manchester, MI 48158, USA"
"48170","WIPRO LIMITED","08816",3,833,0.36,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.5390002,42.3789443,"Plymouth, MI 48170, USA"
"48184","CIBER, INC.","80111",1,101,0.99,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-83.3949632,42.27757,"Wayne, MI 48184, USA"
"48201","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-83.0602998,42.348495,"Detroit, MI 48201, USA"
"48214","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-82.9877866,42.3612206,"Detroit, MI 48214, USA"
"48226","ACCENTURE LLP","60601",2,1274,0.16,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-83.0495622,42.328245,"Detroit, MI 48226, USA"
"48226","ERNST & YOUNG U.S. LLP","07094",6,806,0.74,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-83.0495622,42.328245,"Detroit, MI 48226, USA"
"48226","AMAZON CORPORATE LLC","98121",3,513,0.58,47.6152474,-122.3497446,"Seattle, WA 98121, USA",-83.0495622,42.328245,"Detroit, MI 48226, USA"
"48226","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-83.0495622,42.328245,"Detroit, MI 48226, USA"
"48226","KPMG LLP","75201",3,198,1.52,32.7863301,-96.7962528,"Dallas, TX 75201, USA",-83.0495622,42.328245,"Detroit, MI 48226, USA"
"48226","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC","33607",3,220,1.36,27.9717504,-82.4915194,"Tampa, FL 33607, USA",-83.0495622,42.328245,"Detroit, MI 48226, USA"
"48226","POPULUS GROUP LLC","48084",1,168,0.6,42.5586572,-83.1809776,"Troy, MI 48084, USA",-83.0495622,42.328245,"Detroit, MI 48226, USA"
"48237","SYNTEL CONSULTING INC.","48083",3,161,1.86,42.5496035,-83.1112798,"Troy, MI 48083, USA",-83.1809776,42.4609656,"Oak Park, MI 48237, USA"
"48237","SYNTEL CONSULTING INC.","48083",4,535,0.75,42.5496035,-83.1112798,"Troy, MI 48083, USA",-83.1809776,42.4609656,"Oak Park, MI 48237, USA"
"48243","POPULUS GROUP LLC","48084",1,168,0.6,42.5586572,-83.1809776,"Troy, MI 48084, USA",-83.0398296,42.3297979,"Detroit, MI 48243, USA"
"48243","V-SOFT CONSULTING GROUP, INC","40222",1,140,0.71,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-83.0398296,42.3297979,"Detroit, MI 48243, USA"
"48243","DELOITTE & TOUCHE LLP","19103",4,353,1.13,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-83.0398296,42.3297979,"Detroit, MI 48243, USA"
"48243","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-83.0398296,42.3297979,"Detroit, MI 48243, USA"
"48243","ERNST & YOUNG U.S. LLP","07094",2,806,0.25,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-83.0398296,42.3297979,"Detroit, MI 48243, USA"
"48243","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.0398296,42.3297979,"Detroit, MI 48243, USA"
"48265","V-SOFT CONSULTING GROUP, INC","40222",1,140,0.71,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-82.93,42.44,"Detroit, MI 48265, USA"
"48265","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-82.93,42.44,"Detroit, MI 48265, USA"
"48324","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-83.3896222,42.6050452,"West Bloomfield Township, MI 48324, USA"
"48326","ACCENTURE LLP","60601",7,1274,0.55,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48326","CIBER, INC.","80111",1,101,0.99,39.6166715,-104.8746508,"Englewood, CO 80111, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48326","WIPRO LIMITED","08816",2,833,0.24,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48326","CAPGEMINI AMERICA INC","60606",6,1266,0.47,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48326","V-SOFT CONSULTING GROUP, INC","40222",1,140,0.71,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48326","SYNTEL CONSULTING INC.","48083",1,535,0.19,42.5496035,-83.1112798,"Troy, MI 48083, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48326","L&T TECHNOLOGY SERVICES LIMITED","08817",3,239,1.26,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48326","HCL AMERICA, INC.","94085",1,799,0.13,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-83.2398943,42.6742723,"Auburn Hills, MI 48326, USA"
"48331","SYNTEL CONSULTING INC.","48083",1,161,0.62,42.5496035,-83.1112798,"Troy, MI 48083, USA",-83.4109834,42.508645,"Farmington, MI 48331, USA"
"48331","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-83.4109834,42.508645,"Farmington, MI 48331, USA"
"48331","WIPRO LIMITED","08816",2,833,0.24,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.4109834,42.508645,"Farmington, MI 48331, USA"
"48331","HCL AMERICA, INC.","94085",11,799,1.38,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-83.4109834,42.508645,"Farmington, MI 48331, USA"
"48334","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-83.3468784,42.5049385,"Farmington, MI 48334, USA"
"48334","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.3468784,42.5049385,"Farmington, MI 48334, USA"
"48340","POPULUS GROUP LLC","48084",1,168,0.6,42.5586572,-83.1809776,"Troy, MI 48084, USA",-83.2880591,42.6722375,"Pontiac, MI 48340, USA"
"48341","HCL AMERICA, INC.","94085",3,799,0.38,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-83.2987576,42.624141,"Pontiac, MI 48341, USA"
"48377","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-83.4750241,42.5123116,"Novi, MI 48377, USA"
"48380","POPULUS GROUP LLC","48084",1,168,0.6,42.5586572,-83.1809776,"Troy, MI 48084, USA",-83.6561215,42.5908492,"Milford, MI 48380, USA"
"48507","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-83.7517851,42.9753551,"Flint, MI 48507, USA"
"48603","ACCENTURE LLP","60601",4,1274,0.31,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-84.0273168,43.4530016,"Saginaw, MI 48603, USA"
"48640","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-84.3331694,43.5932134,"Midland, MI 48640, USA"
"48642","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-84.2278796,43.7600155,"Midland, MI 48642, USA"
"48667","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-84.2370999,43.6039709,"Midland, MI 48667, USA"
"48674","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-84.1959268,43.6129558,"Midland, MI 48674, USA"
"48674","ERNST & YOUNG U.S. LLP","07094",4,806,0.5,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-84.1959268,43.6129558,"Midland, MI 48674, USA"
"48821","RELIABLE SOFTWARE RESOURCES, INC.","48167",2,116,1.72,42.4312595,-83.483215,"Northville, MI 48167, USA",-84.6583745,42.6517139,"Dimondale, MI 48821, USA"
"48821","DELOITTE CONSULTING LLP","19103",2,870,0.23,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-84.6583745,42.6517139,"Dimondale, MI 48821, USA"
"48824","IBM INDIA PRIVATE LIMITED","27709",2,676,0.3,35.8908636,-78.8665733,"Durham, NC 27709, USA",-84.4796047,42.724305,"East Lansing, MI 48824, USA"
"48854","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-84.4592701,42.593444,"Mason, MI 48854, USA"
"48854","DELOITTE CONSULTING LLP","19103",2,870,0.23,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-84.4592701,42.593444,"Mason, MI 48854, USA"
"48909","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-84.5,42.68,"Lansing, MI 48909, USA"
"48933","POPULUS GROUP LLC","48084",1,168,0.6,42.5586572,-83.1809776,"Troy, MI 48084, USA",-84.5562878,42.7371075,"Lansing, MI 48933, USA"
"48933","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-84.5562878,42.7371075,"Lansing, MI 48933, USA"
"48933","ERNST & YOUNG U.S. LLP","07094",1,806,0.12,40.782392,-74.0711359,"Secaucus, NJ 07094, USA",-84.5562878,42.7371075,"Lansing, MI 48933, USA"
"48933","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-84.5562878,42.7371075,"Lansing, MI 48933, USA"
"49001","TECH MAHINDRA (AMERICAS), INC.","75093",1,283,0.35,33.0386278,-96.8243812,"Plano, TX 75093, USA",-85.5715015,42.2593625,"Kalamazoo, MI 49001, USA"
"49002","ACCENTURE LLP","60601",5,1274,0.39,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-85.5715015,42.1805732,"Portage, MI 49002, USA"
"49007","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-85.5869352,42.3042239,"Kalamazoo, MI 49007, USA"
"49017","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-85.1686743,42.3905327,"Battle Creek, MI 49017, USA"
"49017","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-85.1686743,42.3905327,"Battle Creek, MI 49017, USA"
"49022","ACCENTURE LLP","60601",2,1274,0.16,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-86.357952,42.1193949,"Benton Harbor, MI 49022, USA"
"49022","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-86.357952,42.1193949,"Benton Harbor, MI 49022, USA"
"49022","SYNTEL CONSULTING INC.","48083",2,535,0.37,42.5496035,-83.1112798,"Troy, MI 48083, USA",-86.357952,42.1193949,"Benton Harbor, MI 49022, USA"
"49022","SYNTEL CONSULTING INC.","48083",1,161,0.62,42.5496035,-83.1112798,"Troy, MI 48083, USA",-86.357952,42.1193949,"Benton Harbor, MI 49022, USA"
"49022","IBM INDIA PRIVATE LIMITED","27709",1,676,0.15,35.8908636,-78.8665733,"Durham, NC 27709, USA",-86.357952,42.1193949,"Benton Harbor, MI 49022, USA"
"49024","ACCENTURE LLP","60601",2,1274,0.16,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-85.6229296,42.2121034,"Portage, MI 49024, USA"
"49043","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-86.2767995,42.2745346,"Covert, MI 49043, USA"
"49053","HCL AMERICA, INC.","94085",1,799,0.13,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-85.3859519,42.2914097,"Galesburg, MI 49053, USA"
"49085","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-86.4693235,42.0537084,"St Joseph, MI 49085, USA"
"49201","HCL AMERICA, INC.","94085",6,799,0.75,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-84.375233,42.3151209,"Jackson, MI 49201, USA"
"49201","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-84.375233,42.3151209,"Jackson, MI 49201, USA"
"49201","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-84.375233,42.3151209,"Jackson, MI 49201, USA"
"49201","DELOITTE & TOUCHE LLP","19103",1,353,0.28,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-84.375233,42.3151209,"Jackson, MI 49201, USA"
"49301","WIPRO LIMITED","08816",5,833,0.6,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-85.4994192,42.9894927,"Ada, MI 49301, USA"
"49316","ACCENTURE LLP","60601",1,1274,0.08,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-85.5406209,42.796666,"Caledonia, MI 49316, USA"
"49355","WIPRO LIMITED","08816",1,833,0.12,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-85.4311273,42.9292873,"Ada, MI 49355, USA"
"49412","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-85.9100089,43.4685143,"Fremont, MI 49412, USA"
"49423","IBM INDIA PRIVATE LIMITED","27709",1,676,0.15,35.8908636,-78.8665733,"Durham, NC 27709, USA",-86.0733498,42.7381514,"Holland, MI 49423, USA"
"49503","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-85.6588999,42.9616689,"Grand Rapids, MI 49503, USA"
"49503","DELOITTE & TOUCHE LLP","19103",1,353,0.28,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-85.6588999,42.9616689,"Grand Rapids, MI 49503, USA"
"49503","KPMG LLP","75201",1,198,0.51,32.7863301,-96.7962528,"Dallas, TX 75201, USA",-85.6588999,42.9616689,"Grand Rapids, MI 49503, USA"
"49505","NTT DATA, INC.","02129",1,150,0.67,42.3795409,-71.0646337,"Charlestown, MA 02129, USA",-85.6332093,43.0043693,"Grand Rapids, MI 49505, USA"
"49505","CAPGEMINI AMERICA INC","60606",2,1266,0.16,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-85.6332093,43.0043693,"Grand Rapids, MI 49505, USA"
"49525","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-85.5817911,43.0314956,"Grand Rapids, MI 49525, USA"
"49544","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC","33607",1,220,0.45,27.9717504,-82.4915194,"Tampa, FL 33607, USA",-85.7564107,43.0283952,"Grand Rapids, MI 49544, USA"
"49544","DELOITTE CONSULTING LLP","19103",2,870,0.23,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-85.7564107,43.0283952,"Grand Rapids, MI 49544, USA"
"49544","RELIABLE SOFTWARE RESOURCES, INC.","48167",4,116,3.45,42.4312595,-83.483215,"Northville, MI 48167, USA",-85.7564107,43.0283952,"Grand Rapids, MI 49544, USA"
"50010","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-93.5913939,42.0320531,"Ames, IA 50010, USA"
"50021","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-93.5711466,41.7152759,"Ankeny, IA 50021, USA"
"50131","ACCENTURE LLP","60601",2,1274,0.16,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-93.7232005,41.68061,"Johnston, IA 50131, USA"
"50131","CAPGEMINI AMERICA INC","60606",4,1266,0.32,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-93.7232005,41.68061,"Johnston, IA 50131, USA"
"50266","UST GLOBAL INC.","92656",13,357,3.64,33.5714289,-117.7314729,"Aliso Viejo, CA 92656, USA",-93.8146526,41.5680235,"West Des Moines, IA 50266, USA"
"50266","RELIABLE SOFTWARE RESOURCES, INC.","48167",2,116,1.72,42.4312595,-83.483215,"Northville, MI 48167, USA",-93.8146526,41.5680235,"West Des Moines, IA 50266, USA"
"50266","COMPUNNEL SOFTWARE GROUP, INC.","08536",1,218,0.46,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-93.8146526,41.5680235,"West Des Moines, IA 50266, USA"
"50309","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC","33607",1,220,0.45,27.9717504,-82.4915194,"Tampa, FL 33607, USA",-93.6243133,41.5816456,"Des Moines, IA 50309, USA"
"50309","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-93.6243133,41.5816456,"Des Moines, IA 50309, USA"
"50309","V-SOFT CONSULTING GROUP, INC","40222",2,140,1.43,38.2718515,-85.6177891,"Louisville, KY 40222, USA",-93.6243133,41.5816456,"Des Moines, IA 50309, USA"
"50309","COMPUNNEL SOFTWARE GROUP, INC.","08536",4,218,1.83,40.3379035,-74.5873348,"Plainsboro Township, NJ 08536, USA",-93.6243133,41.5816456,"Des Moines, IA 50309, USA"
"50309","DELOITTE & TOUCHE LLP","19103",1,353,0.28,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-93.6243133,41.5816456,"Des Moines, IA 50309, USA"
"50322","RANDSTAD TECHNOLOGIES, LP","01801",1,168,0.6,42.4884618,-71.1329685,"Woburn, MA 01801, USA",-93.7333537,41.6304923,"Urbandale, IA 50322, USA"
"50391","ACCENTURE LLP","60601",2,1274,0.16,41.8839927,-87.6197056,"Chicago, IL 60601, USA",-93.6315964,41.5848441,"Des Moines, IA 50391, USA"
"50391","IBM INDIA PRIVATE LIMITED","27709",1,676,0.15,35.8908636,-78.8665733,"Durham, NC 27709, USA",-93.6315964,41.5848441,"Des Moines, IA 50391, USA"
"50391","RELIABLE SOFTWARE RESOURCES, INC.","48167",1,116,0.86,42.4312595,-83.483215,"Northville, MI 48167, USA",-93.6315964,41.5848441,"Des Moines, IA 50391, USA"
"50401","L&T TECHNOLOGY SERVICES LIMITED","08817",3,239,1.26,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-93.2181477,43.1683261,"Mason City, IA 50401, USA"
"50616","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-92.6586401,43.0275603,"Charles City, IA 50616, USA"
"52001","WIPRO LIMITED","08816",3,833,0.36,40.4333407,-74.4115246,"East Brunswick, NJ 08816, USA",-90.6962853,42.5292381,"Dubuque, IA 52001, USA"
"52166","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-91.9331336,43.0675489,"St Lucas, IA 52166, USA"
"52240","L&T TECHNOLOGY SERVICES LIMITED","08817",4,239,1.67,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-91.5015009,41.6113703,"Iowa City, IA 52240, USA"
"52241","DELOITTE CONSULTING LLP","19103",2,870,0.23,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-91.5886966,41.6999226,"Coralville, IA 52241, USA"
"52243","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","77845",1,268,0.37,30.5368372,-96.3013432,"College Station, TX 77845, USA",-91.4894045,41.6838135,"Iowa City, IA 52243, USA"
"52245","HCL AMERICA, INC.","94085",5,799,0.63,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-91.4918235,41.6613587,"Iowa City, IA 52245, USA"
"52402","HCL AMERICA, INC.","94085",2,799,0.25,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-91.6663523,42.0166364,"Cedar Rapids, IA 52402, USA"
"52404","L&T TECHNOLOGY SERVICES LIMITED","08817",1,239,0.42,40.5054763,-74.3939339,"Edison, NJ 08817, USA",-91.6955092,41.9270157,"Cedar Rapids, IA 52404, USA"
"52411","RANDSTAD TECHNOLOGIES, LP","01801",1,168,0.6,42.4884618,-71.1329685,"Woburn, MA 01801, USA",-91.7246856,42.0553724,"Cedar Rapids, IA 52411, USA"
"52411","CAPGEMINI AMERICA INC","60606",1,1266,0.08,41.8817767,-87.6371461,"Chicago, IL 60606, USA",-91.7246856,42.0553724,"Cedar Rapids, IA 52411, USA"
"52411","DELOITTE CONSULTING LLP","19103",1,870,0.11,39.9531865,-75.1749671,"Philadelphia, PA 19103, USA",-91.7246856,42.0553724,"Cedar Rapids, IA 52411, USA"
"52498","HCL AMERICA, INC.","94085",3,799,0.38,37.3895297,-122.0183914,"Sunnyvale, CA 94085, USA",-91.6360014,42.0306855,"Cedar Rapids, IA 52498, USA"
