Year,Month,State,Utility Number,Utility Name,Data Status,Residential.Capacity,Commercial.Capacity,Industrial.Capacity,Transportation.Capacity,Total.Capacity,Residential.Customers,Commercial.Customers,Industrial.Customers,Transportation.Customers,Total.Customers
2015,6,VA,40228,Rappahannock Electric Coop,Final,0.973,0.157,0.000,0.000,1.130,184,10,0,0,194
2015,6,VA,99999,State Adjustment,Final,2.181,1.215,0.147,.,3.543,.,.,.,.,.
2015,6,VT,2548,City of Burlington Electric - (VT),Final,0.240,0.809,0.038,0.000,1.087,66,32,1,0,99
2015,6,VT,7601,Green Mountain Power Corp,Final,25.739,14.040,0.197,0.000,39.976,"3,523",277,4,0,"3,804"
2015,6,VT,19791,"Vermont Electric Cooperative, Inc",Final,3.244,0.789,0.000,0.000,4.033,518,26,0,0,544
2015,6,VT,99999,State Adjustment,Final,2.767,0.216,.,.,2.983,.,.,.,.,.
2015,6,WA,3660,PUD No 1 of Clark County - (WA),Final,1.355,0.190,0.000,0.000,1.545,294,14,0,0,308
2015,6,WA,14354,PacifiCorp,Final,1.516,0.794,0.026,0.000,2.336,241,48,3,0,292
2015,6,WA,15500,Puget Sound Energy Inc,Final,16.842,3.215,0.000,0.000,20.057,"2,896",226,0,0,"3,122"
2015,6,WA,16868,City of Seattle - (WA),Final,6.510,1.870,0.000,0.000,8.380,"1,804",134,0,0,"1,938"
2015,6,WA,17470,PUD 1 of Snohomish County,Final,3.895,0.517,0.000,0.000,4.412,633,66,0,0,699
2015,6,WA,18429,City of Tacoma  - (WA),Final,0.609,0.126,0.000,0.000,0.735,155,9,0,0,164
2015,6,WA,20169,Avista Corp,Final,1.003,0.382,0.000,0.000,1.385,200,31,0,0,231
2015,6,WA,99999,State Adjustment,Final,6.253,0.567,0.027,.,6.847,.,.,.,.,.
2015,6,WI,4715,Dahlberg Light & Power Co,Final,0.028,0.000,0.000,0.000,0.028,5,0,0,0,5
2015,6,WI,5574,East Central Energy,Final,0.054,0.000,0.000,0.000,0.054,8,0,0,0,8
2015,6,WI,11479,Madison Gas & Electric Co,Final,0.576,1.252,0.000,0.000,1.828,139,52,0,0,191
2015,6,WI,13697,North Central Power Co Inc,Final,0.041,0.000,0.000,0.000,0.041,7,0,0,0,7
2015,6,WI,13815,Northwestern Wisconsin Elec Co,Final,0.098,0.057,0.000,0.000,0.155,14,5,0,0,19
2015,6,WI,20847,Wisconsin Electric Power Co,Final,2.534,2.840,0.010,0.000,5.384,412,188,1,0,601
2015,6,WI,20856,Wisconsin Power & Light Co,Final,1.546,1.601,0.000,0.000,3.147,276,155,0,0,431
2015,6,WI,20860,Wisconsin Public Service Corp,Final,1.833,2.262,0.000,0.000,4.095,322,161,0,0,483
2015,6,WI,99999,State Adjustment,Final,3.098,0.438,0.024,.,3.560,.,.,.,.,.
2015,6,WV,733,Appalachian Power Co,Final,0.307,0.310,0.005,0.000,0.622,69,24,1,0,94
2015,6,WV,12796,Monongahela Power Co,Final,0.466,0.232,0.000,0.000,0.698,110,17,0,0,127
2015,6,WV,15263,The Potomac Edison Company,Final,1.394,0.129,0.000,0.000,1.523,208,16,0,0,224
2015,6,WV,20521,Wheeling Power Co,Final,0.156,0.005,0.000,0.000,0.161,18,1,0,0,19
2015,6,WV,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,6,WY,3461,Cheyenne Light Fuel & Power d/b/a Black,Final,0.290,0.064,0.000,0.000,0.354,105,6,0,0,111
2015,6,WY,7222,City of Gillette - (WY),Final,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2
2015,6,WY,8566,High Plains Power Inc,Final,0.173,0.043,0.000,0.000,0.216,34,5,0,0,39
2015,6,WY,11273,Lower Valley Energy Inc,Final,0.190,0.122,0.213,0.000,0.525,50,14,7,0,71
2015,6,WY,14354,PacifiCorp,Final,0.535,0.444,0.000,0.000,0.979,151,50,0,0,201
2015,6,WY,19156,Powder River Energy Corp,Final,0.113,0.072,0.000,0.000,0.185,24,4,0,0,28
2015,6,WY,27058,"High West Energy, Inc",Final,0.120,0.000,0.004,0.000,0.124,60,0,1,0,61
2015,6,WY,99999,State Adjustment,Final,0.305,0.074,.,.,0.379,.,.,.,.,.
2015,7,AK,219,Alaska Power and Telephone Co,Final,0.012,0.011,0.000,0.000,0.023,3,1,0,0,4
2015,7,AK,599,Anchorage Municipal Light and Power,Final,0.025,0.043,0.000,0.000,0.068,9,5,0,0,14
2015,7,AK,3522,Chugach Electric Assn Inc,Final,0.053,0.040,0.000,0.000,0.093,9,7,0,0,16
2015,7,AK,7353,Golden Valley Elec Assn Inc,Final,0.216,0.112,0.019,0.000,0.347,49,15,3,0,67
2015,7,AK,11824,Matanuska Electric Assn Inc,Final,0.150,0.033,0.000,0.000,0.183,43,8,0,0,51
2015,7,AK,19558,Homer Electric Assn Inc,Final,0.223,0.052,0.000,0.000,0.275,66,11,0,0,77
2015,7,AK,99999,State Adjustment,Final,0.038,.,.,.,0.038,.,.,.,.,.
2015,7,AL,195,Alabama Power Co,Final,0.238,0.207,0.040,0.000,0.485,58,17,1,0,76
2015,7,AL,99999,State Adjustment,Final,0.073,.,.,.,0.073,.,.,.,.,.
2015,7,AR,814,Entergy Arkansas Inc,Final,0.536,0.248,0.000,0.000,0.784,116,20,0,0,136
2015,7,AR,817,Arkansas Valley Elec Coop Corp,Final,0.107,0.017,0.000,0.000,0.124,22,1,0,0,23
2015,7,AR,3093,Carroll Electric Coop Corp - (AR),Final,0.417,0.000,0.000,0.000,0.417,82,0,0,0,82
2015,7,AR,5860,Empire District Electric Co,Final,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1
2015,7,AR,6342,First Electric Coop Corp,Final,0.187,0.000,0.000,0.000,0.187,37,0,0,0,37
2015,7,AR,13718,City of North Little Rock - (AR),Final,0.050,1.200,0.000,0.000,1.250,3,5,0,0,8
2015,7,AR,14063,Oklahoma Gas & Electric Co,Final,0.068,0.031,0.000,0.000,0.099,13,4,0,0,17
2015,7,AR,17698,Southwestern Electric Power Co,Final,0.058,0.417,0.000,0.000,0.475,17,14,0,0,31
2015,7,AR,99999,State Adjustment,Final,0.697,0.039,.,.,0.736,.,.,.,.,.
2015,7,AZ,176,Ajo Improvement Co,Final,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3
2015,7,AZ,803,Arizona Public Service Co,Final,205.395,201.551,0.000,0.000,406.946,"34,470","1,157",0,0,"35,627"
2015,7,AZ,12919,Morenci Water and Electric,Final,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3
2015,7,AZ,16572,Salt River Project,Final,95.560,17.326,2.999,0.000,115.885,"14,556",311,52,0,"14,919"
2015,7,AZ,19189,Trico Electric Cooperative Inc,Final,8.142,5.706,0.000,0.000,13.848,"1,218",18,0,0,"1,236"
2015,7,AZ,19728,"UNS Electric, Inc",Final,12.034,3.790,0.620,0.000,16.444,"1,528",89,12,0,"1,629"
2015,7,AZ,21538,"Mohave Electric Cooperative, I",Final,2.962,1.485,0.000,0.000,4.447,438,64,0,0,502
2015,7,AZ,24211,Tucson Electric Power Co,Final,55.883,1.542,69.757,0.000,127.182,"8,141",65,284,0,"8,490"
2015,7,AZ,99999,State Adjustment,Final,11.951,4.339,.,.,16.290,.,.,.,.,.
2015,7,CA,9216,Imperial Irrigation District,Final,9.689,20.350,0.000,0.000,30.039,"1,819",136,0,0,"1,955"
2015,7,CA,11208,Los Angeles Department of Water & Power,Final,79.180,58.730,0.000,0.000,137.910,"16,355",708,0,0,"17,063"
2015,7,CA,12745,Modesto Irrigation District,Final,11.203,6.258,6.665,0.000,24.126,"2,063",69,22,0,"2,154"
2015,7,CA,14328,Pacific Gas & Electric Co,Final,893.018,340.016,368.975,0.000,"1,602.009","179,428","5,413","1,600",0,"186,441"
2015,7,CA,14354,PacifiCorp,Final,1.250,1.265,0.617,0.000,3.132,167,24,8,0,199
2015,7,CA,14534,City of Pasadena - (CA),Final,2.751,3.423,0.000,0.000,6.174,694,42,0,0,736
2015,7,CA,16534,Sacramento Municipal Util Dist,Final,37.239,22.456,14.993,0.000,74.688,"9,717",277,43,0,"10,037"
2015,7,CA,16609,San Diego Gas & Electric Co,Final,297.053,60.398,32.375,0.000,389.826,"59,497","1,147",40,0,"60,684"
2015,7,CA,17609,Southern California Edison Co,Final,672.913,198.652,195.151,0.000,"1,066.716","131,539","3,205",434,0,"135,178"
2015,7,CA,17612,Bear Valley Electric Service,Final,1.019,0.000,0.000,0.000,1.019,182,0,0,0,182
2015,7,CA,19281,Turlock Irrigation District,Final,7.375,0.435,17.047,0.000,24.857,"1,148",29,93,0,"1,270"
2015,7,CA,99999,State Adjustment,Final,42.134,28.502,2.562,.,73.198,.,.,.,.,.
2015,7,CO,3989,City of Colorado Springs - (CO),Final,1.795,4.438,0.000,0.000,6.233,392,65,0,0,457
2015,7,CO,6604,City of Fort Collins - (CO),Final,1.770,0.838,1.380,0.000,3.988,355,51,3,0,409
2015,7,CO,9336,Intermountain Rural Elec Assn,Final,4.371,0.056,0.000,0.000,4.427,735,4,0,0,739
2015,7,CO,12866,Moon Lake Electric Assn Inc,Final,0.000,0.100,0.000,0.000,0.100,0,5,0,0,5
2015,7,CO,15257,"Poudre Valley R  E  A, Inc",Final,1.192,0.114,0.020,0.000,1.326,191,11,1,0,203
2015,7,CO,15466,Public Service Co of Colorado,Final,129.590,108.158,0.624,0.000,238.372,"23,423","2,119",11,0,"25,553"
2015,7,CO,16603,"San Luis Valley R E C, Inc",Final,0.215,0.082,0.030,0.000,0.327,56,9,2,0,67
2015,7,CO,19499,"United Power, Inc",Final,4.322,0.201,0.021,0.000,4.544,705,11,1,0,717
2015,7,CO,27058,"High West Energy, Inc",Final,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1
2015,7,CO,56146,Black Hills/Colorado Elec.Util,Final,3.671,5.911,1.900,0.000,11.482,616,183,2,0,801
2015,7,CO,99999,State Adjustment,Final,15.814,2.469,0.558,.,18.841,.,.,.,.,.
2015,7,CT,4176,Connecticut Light & Power Co,Final,62.049,65.701,9.137,0.000,136.887,"9,233",707,23,0,"9,963"
2015,7,CT,7716,Groton Dept of Utilities - (CT),Final,0.014,0.000,0.000,0.000,0.014,3,0,0,0,3
2015,7,CT,19497,United Illuminating Co,Final,9.281,12.693,1.512,0.000,23.486,"1,504",111,12,0,"1,627"
2015,7,CT,20038,Town of Wallingford - (CT),Final,0.010,0.263,0.000,0.000,0.273,3,2,0,0,5
2015,7,CT,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,7,DC,15270,Potomac Electric Power Co,Final,6.121,4.141,0.000,0.000,10.262,"1,469",97,0,0,"1,566"
2015,7,DC,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,7,DE,5027,Delmarva Power,Final,12.893,10.219,2.505,0.000,25.617,"1,943",196,8,0,"2,147"
2015,7,DE,5070,Delaware Electric Cooperative,Final,2.188,1.729,0.000,0.000,3.917,383,29,0,0,412
2015,7,DE,5335,City of Dover - (DE),Final,0.260,0.866,0.000,0.000,1.126,42,20,0,0,62
2015,7,DE,13519,City of Newark - (DE),Final,0.060,0.000,0.073,0.000,0.133,48,0,6,0,54
2015,7,DE,99999,State Adjustment,Final,0.037,0.494,.,.,0.531,.,.,.,.,.
2015,7,FL,6452,Florida Power & Light Co,Final,18.117,21.573,0.000,0.000,39.690,"3,160",754,0,0,"3,914"
2015,7,FL,6455,"Duke Energy Florida, Inc",Final,12.163,9.444,1.151,0.000,22.758,"2,274",302,6,0,"2,582"
2015,7,FL,6457,Florida Public Utilities Co,Final,0.303,0.000,0.000,0.000,0.303,64,0,0,0,64
2015,7,FL,7801,Gulf Power Co,Final,1.660,0.322,0.000,0.000,1.982,328,108,0,0,436
2015,7,FL,9617,JEA,Final,1.982,0.382,0.000,0.000,2.364,312,27,0,0,339
2015,7,FL,18454,Tampa Electric Co,Final,4.249,4.947,0.000,0.000,9.196,610,101,0,0,711
2015,7,FL,99999,State Adjustment,Final,11.153,9.428,0.156,.,20.737,.,.,.,.,.
2015,7,GA,3916,Cobb Electric Membership Corp,Final,0.204,0.198,0.000,0.000,0.402,33,7,0,0,40
2015,7,GA,99999,State Adjustment,Final,4.019,2.542,1.340,.,7.901,.,.,.,.,.
2015,7,HI,8287,Hawaii Electric Light Co Inc,Final,39.628,14.092,0.000,0.000,53.720,"8,137",500,0,0,"8,637"
2015,7,HI,10071,Kauai Island Utility Cooperative,Final,10.587,6.062,0.000,0.000,16.649,"2,695",239,0,0,"2,934"
2015,7,HI,11843,Maui Electric Co Ltd,Final,41.201,15.843,0.000,0.000,57.044,"7,758",562,0,0,"8,320"
2015,7,HI,19547,Hawaiian Electric Co Inc,Final,171.394,32.844,0.000,0.000,204.238,"37,286",950,0,0,"38,236"
2015,7,HI,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,7,IA,9417,Interstate Power and Light Co,Final,7.291,17.863,0.801,0.000,25.955,766,620,24,0,"1,410"
2015,7,IA,12341,MidAmerican Energy Co,Final,0.857,1.978,2.356,0.000,5.191,138,70,4,0,212
2015,7,IA,99999,State Adjustment,Final,2.463,0.232,0.075,.,2.770,.,.,.,.,.
2015,7,ID,9187,City of Idaho Falls - (ID),Final,0.008,0.042,0.000,0.000,0.050,3,3,0,0,6
2015,7,ID,9191,Idaho Power Co,Final,2.403,1.593,0.040,0.000,4.036,501,100,1,0,602
2015,7,ID,10454,Kootenai Electric Cooperative,Final,0.091,0.000,0.000,0.000,0.091,19,0,0,0,19
2015,7,ID,11273,Lower Valley Energy Inc,Final,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3
2015,7,ID,14354,PacifiCorp,Final,0.565,0.362,0.000,0.000,0.927,123,24,0,0,147
2015,7,ID,20169,Avista Corp,Final,0.160,0.226,0.000,0.000,0.386,35,11,0,0,46
2015,7,ID,99999,State Adjustment,Final,0.095,.,.,.,0.095,.,.,.,.,.
2015,7,IL,4110,Commonwealth Edison Co,Final,2.410,5.120,0.000,0.000,7.530,432,86,0,0,518
2015,7,IL,12341,MidAmerican Energy Co,Final,0.054,2.362,0.000,0.000,2.416,11,5,0,0,16
2015,7,IL,13032,Mt Carmel Public Utility Co,Final,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4
2015,7,IL,56697,Ameren Illinois Company,Final,2.105,1.136,0.000,0.000,3.241,380,115,0,0,495
2015,7,IL,99999,State Adjustment,Final,1.628,0.510,0.130,.,2.268,.,.,.,.,.
2015,7,IN,9273,Indianapolis Power & Light Co,Final,0.264,0.095,0.000,0.000,0.359,60,9,0,0,69
2015,7,IN,9324,Indiana Michigan Power Co,Final,0.411,0.252,0.000,0.000,0.663,79,26,0,0,105
2015,7,IN,13756,Northern Indiana Pub Serv Co,Final,0.357,2.348,0.000,0.000,2.705,76,16,0,0,92
2015,7,IN,15470,"Duke Energy Indiana, LLC",Final,1.589,3.335,0.000,0.000,4.924,291,76,0,0,367
2015,7,IN,17633,Southern Indiana Gas & Elec Co,Final,0.818,0.143,0.000,0.000,0.961,107,11,0,0,118
2015,7,IN,99999,State Adjustment,Final,1.348,0.067,0.016,.,1.431,.,.,.,.,.
2015,7,KS,9996,City of Kansas City - (KS),Final,0.039,0.018,0.000,0.000,0.057,6,2,0,0,8
2015,7,KS,10000,Kansas City Power & Light Co,Final,0.277,0.294,0.000,0.000,0.571,53,15,0,0,68
2015,7,KS,10005,Kansas Gas & Electric Co,Final,0.363,0.403,0.000,0.000,0.766,75,16,0,0,91
2015,7,KS,22500,Westar Energy Inc,Final,1.042,1.392,0.000,0.000,2.434,190,58,0,0,248
2015,7,KS,99999,State Adjustment,Final,0.263,0.034,.,.,0.297,.,.,.,.,.
2015,7,KY,9964,Kenergy Corp,Final,0.056,0.000,0.000,0.000,0.056,9,0,0,0,9
2015,7,KY,10171,Kentucky Utilities Co,Final,0.456,0.172,0.000,0.000,0.628,80,16,0,0,96
2015,7,KY,11249,Louisville Gas & Electric Co,Final,0.605,0.282,0.000,0.000,0.887,164,23,0,0,187
2015,7,KY,17564,South Kentucky Rural E C C,Final,0.047,0.000,0.000,0.000,0.047,9,0,0,0,9
2015,7,KY,19446,Duke Energy Kentucky,Final,0.101,0.483,0.000,0.000,0.584,24,10,0,0,34
2015,7,KY,22053,Kentucky Power Co,Final,0.045,0.094,0.000,0.000,0.139,4,6,0,0,10
2015,7,KY,49998,City of Berea Municipal Utility,Final,0.013,0.154,0.000,0.000,0.167,6,5,0,0,11
2015,7,KY,99999,State Adjustment,Final,0.505,0.191,.,.,0.696,.,.,.,.,.
2015,7,LA,3265,Cleco Power LLC,Final,13.207,1.024,0.000,0.000,14.231,"2,155",96,0,0,"2,251"
2015,7,LA,11241,Entergy Louisiana LLC,Final,35.157,0.581,0.000,0.000,35.738,"6,083",171,0,0,"6,254"
2015,7,LA,13478,Entergy New Orleans Inc,Final,28.898,0.804,0.000,0.000,29.702,"5,632",31,0,0,"5,663"
2015,7,LA,17698,Southwestern Electric Power Co,Final,6.827,0.319,0.000,0.000,7.146,"1,199",118,0,0,"1,317"
2015,7,LA,55936,Entergy Gulf States - LA LLC,Final,8.870,0.846,0.000,0.000,9.716,"1,369",302,0,0,"1,671"
2015,7,LA,99999,State Adjustment,Final,10.090,0.465,.,.,10.555,.,.,.,.,.
2015,7,MA,6374,Fitchburg Gas & Elec Light Co,Final,3.168,5.006,0.602,0.000,8.776,505,18,3,0,526
2015,7,MA,8774,City of Holyoke - (MA),Final,0.016,0.004,0.000,0.000,0.020,2,3,0,0,5
2015,7,MA,11804,Massachusetts Electric Co,Final,90.614,313.764,0.000,0.000,404.378,"14,916","1,918",0,0,"16,834"
2015,7,MA,13206,Nantucket Electric Co,Final,0.073,0.360,0.000,0.000,0.433,16,3,0,0,19
2015,7,MA,15748,Town of Reading - (MA),Final,0.204,0.000,0.915,0.000,1.119,32,0,6,0,38
2015,7,MA,20455,Western Massachusetts Electric Company,Final,11.461,34.185,1.342,0.000,46.988,"1,871",172,6,0,"2,049"
2015,7,MA,54913,NSTAR Electric Company,Final,53.582,182.319,28.329,0.000,264.230,"8,897",926,171,0,"9,994"
2015,7,MA,99999,State Adjustment,Final,4.973,3.297,0.316,.,8.586,.,.,.,.,.
2015,7,MD,1167,Baltimore Gas & Electric Co,Final,51.070,33.270,0.000,0.000,84.340,"8,184",332,0,0,"8,516"
2015,7,MD,5027,Delmarva Power,Final,9.003,16.296,1.017,0.000,26.316,923,84,2,0,"1,009"
2015,7,MD,15263,The Potomac Edison Company,Final,12.447,8.469,4.137,0.000,25.053,"1,595",77,4,0,"1,676"
2015,7,MD,15270,Potomac Electric Power Co,Final,31.975,16.944,0.000,0.000,48.919,"4,187",90,0,0,"4,277"
2015,7,MD,99999,State Adjustment,Final,12.352,8.517,3.977,.,24.846,.,.,.,.,.
2015,7,ME,1179,Emera Maine,Final,1.656,1.130,0.626,0.000,3.412,370,68,2,0,440
2015,7,ME,3266,Central Maine Power Co,Final,8.256,4.477,0.000,0.000,12.733,"1,635",200,0,0,"1,835"
2015,7,ME,99999,State Adjustment,Final,0.202,0.004,.,.,0.206,.,.,.,.,.
2015,7,MI,392,Alpena Power Co,Final,0.003,0.010,0.000,0.000,0.013,17,1,0,0,18
2015,7,MI,3828,Cloverland Electric Co-op,Final,0.094,0.025,0.000,0.000,0.119,22,7,0,0,29
2015,7,MI,4254,Consumers Energy Co,Final,1.679,1.679,0.000,0.000,3.358,326,71,0,0,397
2015,7,MI,5109,DTE Electric Company,Final,6.410,4.413,0.247,0.000,11.070,994,243,11,0,"1,248"
2015,7,MI,9324,Indiana Michigan Power Co,Final,0.123,0.081,0.006,0.000,0.210,24,7,1,0,32
2015,7,MI,10704,City of Lansing - (MI),Final,0.008,0.010,0.000,0.000,0.018,4,3,0,0,7
2015,7,MI,19578,Upper Peninsula Power Company,Final,0.360,0.008,0.000,0.000,0.368,84,3,0,0,87
2015,7,MI,20847,Wisconsin Electric Power Co,Final,0.116,0.038,0.000,0.000,0.154,20,6,0,0,26
2015,7,MI,20860,Wisconsin Public Service Corp,Final,0.013,0.000,0.000,0.000,0.013,5,0,0,0,5
2015,7,MI,99999,State Adjustment,Final,0.616,0.576,0.272,.,1.464,.,.,.,.,.
2015,7,MN,689,Connexus Energy,Final,0.255,0.000,0.160,0.000,0.415,33,0,1,0,34
2015,7,MN,5574,East Central Energy,Final,0.328,0.142,0.000,0.000,0.470,34,11,0,0,45
2015,7,MN,9417,Interstate Power and Light Co,Final,0.593,0.269,0.020,0.000,0.882,29,10,1,0,40
2015,7,MN,12647,"ALLETE, Inc.",Final,0.542,0.398,0.002,0.000,0.942,93,34,1,0,128
2015,7,MN,13781,Northern States Power Co - Minnesota,Final,4.808,9.127,1.287,0.000,15.222,771,332,40,0,"1,143"
2015,7,MN,14232,Otter Tail Power Co,Final,0.148,0.251,0.000,0.000,0.399,12,16,0,0,28
2015,7,MN,16181,Rochester Public Utilities,Final,0.200,0.075,0.000,0.000,0.275,34,4,0,0,38
2015,7,MN,17267,Sioux Valley SW Elec Coop,Final,0.156,0.063,0.000,0.000,0.219,6,3,0,0,9
2015,7,MN,20996,Wright-Hennepin Coop Elec Assn,Final,0.150,0.022,0.000,0.000,0.172,12,2,0,0,14
2015,7,MN,25177,Dakota Electric Association,Final,0.305,0.245,0.000,0.000,0.550,37,15,0,0,52
2015,7,MN,99999,State Adjustment,Final,2.402,0.941,0.050,.,3.393,.,.,.,.,.
2015,7,MO,4675,Cuivre River Electric Coop Inc,Final,0.053,0.000,0.000,0.000,0.053,8,0,0,0,8
2015,7,MO,5860,Empire District Electric Co,Final,0.844,0.225,0.030,0.000,1.099,90,8,2,0,100
2015,7,MO,9231,City of Independence - (MO),Final,0.006,0.081,0.000,0.000,0.087,3,7,0,0,10
2015,7,MO,10000,Kansas City Power & Light Co,Final,4.386,14.065,0.000,0.000,18.451,364,629,0,0,993
2015,7,MO,12698,KCP&L Greater Missouri Operations Co.,Final,16.014,13.862,0.557,0.000,30.433,869,618,18,0,"1,505"
2015,7,MO,17833,City Utilities of Springfield - (MO),Final,0.067,0.072,0.000,0.000,0.139,13,5,0,0,18
2015,7,MO,19436,Union Electric Co - (MO),Final,21.108,31.131,0.000,0.000,52.239,"2,217","1,449",0,0,"3,666"
2015,7,MO,99999,State Adjustment,Final,1.994,0.332,.,.,2.326,.,.,.,.,.
2015,7,MS,3841,Coast Electric Power Assn,Final,0.046,0.110,0.000,0.000,0.156,8,2,0,0,10
2015,7,MS,17647,Southern Pine Elec Power Assn,Final,0.015,0.075,0.000,0.000,0.090,1,2,0,0,3
2015,7,MS,99999,State Adjustment,Final,0.097,.,.,.,0.097,.,.,.,.,.
2015,7,MT,6395,Flathead Electric Coop Inc,Final,0.120,0.026,0.000,0.000,0.146,30,6,0,0,36
2015,7,MT,12692,"Missoula Electric Coop, Inc",Final,0.096,0.015,0.000,0.000,0.111,20,2,0,0,22
2015,7,MT,12825,NorthWestern Energy LLC - (MT),Final,4.084,2.342,0.000,0.000,6.426,"1,149",315,0,0,"1,464"
2015,7,MT,19603,USBIA-Mission Valley Power,Final,0.045,0.000,0.000,0.000,0.045,13,0,0,0,13
2015,7,MT,20997,Yellowstone Valley Elec Co-op,Final,0.077,0.000,0.000,0.000,0.077,11,0,0,0,11
2015,7,MT,99999,State Adjustment,Final,0.478,0.129,.,.,0.607,.,.,.,.,.
2015,7,NC,3046,Duke Energy Progress - (NC),Final,5.187,4.865,0.000,0.000,10.052,"1,252",106,0,0,"1,358"
2015,7,NC,5416,"Duke Energy Carolinas, LLC",Final,4.981,4.041,1.111,0.000,10.133,"1,132",102,3,0,"1,237"
2015,7,NC,9837,Jones-Onslow Elec Member Corp,Final,0.078,0.000,0.000,0.000,0.078,19,0,0,0,19
2015,7,NC,16496,Rutherford Elec Member Corp,Final,0.283,0.000,0.000,0.000,0.283,63,0,0,0,63
2015,7,NC,19876,Virginia Electric & Power Co,Final,0.116,0.430,0.000,0.000,0.546,27,13,0,0,40
2015,7,NC,24889,Brunswick Electric Member Corp,Final,0.632,0.290,0.000,0.000,0.922,79,6,0,0,85
2015,7,NC,99999,State Adjustment,Final,1.554,0.860,.,.,2.414,.,.,.,.,.
2015,7,ND,12301,Nodak Electric Coop Inc,Final,0.180,0.000,0.060,0.000,0.240,10,0,2,0,12
2015,7,ND,14232,Otter Tail Power Co,Final,0.014,0.056,0.000,0.000,0.070,2,3,0,0,5
2015,7,ND,19790,Verendrye Electric Coop Inc,Final,0.034,0.000,0.000,0.000,0.034,4,0,0,0,4
2015,7,ND,24949,Cass County Elec Coop Inc,Final,0.418,0.000,0.000,0.000,0.418,37,0,0,0,37
2015,7,ND,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,7,NE,4373,Cornhusker Public Power Dist,Final,0.043,0.000,0.000,0.000,0.043,3,0,0,0,3
2015,7,NE,6779,City of Fremont - (NE),Final,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1
2015,7,NE,11018,Lincoln Electric System,Final,0.158,0.060,0.008,0.000,0.226,28,13,2,0,43
2015,7,NE,11251,Loup River Public Power Dist,Final,0.000,0.000,0.058,0.000,0.058,0,0,2,0,2
2015,7,NE,12539,Midwest Electric Member Corp,Final,0.052,0.000,0.000,0.000,0.052,3,0,0,0,3
2015,7,NE,13337,Nebraska Public Power District,Final,0.081,0.151,0.000,0.000,0.232,18,25,0,0,43
2015,7,NE,13664,Norris Public Power District,Final,0.183,0.022,0.000,0.000,0.205,26,5,0,0,31
2015,7,NE,14127,Omaha Public Power District,Final,0.217,0.035,0.000,0.000,0.252,38,5,0,0,43
2015,7,NE,17642,Southern Public Power District,Final,0.096,0.003,0.000,0.000,0.099,9,1,0,0,10
2015,7,NE,99999,State Adjustment,Final,0.136,0.016,.,.,0.152,.,.,.,.,.
2015,7,NH,13441,New Hampshire Elec Coop Inc,Final,2.734,0.659,0.327,0.000,3.720,513,41,4,0,558
2015,7,NH,15472,Public Service Co of NH,Final,6.843,5.810,0.322,0.000,12.975,"1,256",222,10,0,"1,488"
2015,7,NH,24590,Unitil Energy Systems,Final,1.238,0.516,0.156,0.000,1.910,185,26,3,0,214
2015,7,NH,26510,Liberty Utilities (Granite State Electri,Final,0.924,0.224,0.000,0.000,1.148,177,12,0,0,189
2015,7,NH,99999,State Adjustment,Final,0.105,.,.,.,0.105,.,.,.,.,.
2015,7,NJ,963,Atlantic City Electric Co,Final,60.395,76.104,20.074,0.000,156.573,"7,507",724,36,0,"8,267"
2015,7,NJ,9726,Jersey Central Power & Lt Co,Final,111.736,167.466,13.337,0.000,292.539,"13,999","1,295",26,0,"15,320"
2015,7,NJ,15477,Public Service Elec & Gas Co,Final,73.325,368.923,10.722,0.000,452.970,"12,959","2,103",26,0,"15,088"
2015,7,NJ,16213,Rockland Electric Co,Final,1.688,9.965,0.072,0.000,11.725,214,89,1,0,304
2015,7,NJ,99999,State Adjustment,Final,1.162,3.821,10.037,.,15.020,.,.,.,.,.
2015,7,NM,3287,"Central Valley Elec Coop, Inc",Final,0.011,0.000,0.000,0.000,0.011,3,0,0,0,3
2015,7,NM,5701,El Paso Electric Co,Final,8.804,1.960,0.000,0.000,10.764,"1,823",101,0,0,"1,924"
2015,7,NM,6204,City of Farmington - (NM),Final,0.327,0.050,0.000,0.000,0.377,75,8,0,0,83
2015,7,NM,11204,Los Alamos County,Final,0.216,0.000,0.000,0.000,0.216,48,0,0,0,48
2015,7,NM,15473,Public Service Co of NM,Final,22.987,32.590,0.000,0.000,55.577,"4,697",438,0,0,"5,135"
2015,7,NM,17718,Southwestern Public Service Co,Final,0.447,7.006,0.546,0.000,7.999,52,85,3,0,140
2015,7,NM,99999,State Adjustment,Final,7.047,1.229,.,.,8.276,.,.,.,.,.
