seqID,gender,age,ethnicity,hhSize,hhChild,hhTeen,hhElder,hhIncomeAnnual
78844,Female,67,White,1,0,0,1,2
78845,Female,16,Hispanic,4,0,2,0,6
78846,Female,6,Asian,3,0,1,1,8
78847,Female,63,Asian,4,1,0,2,10
78848,Female,0,Black,4,2,0,0,14
78849,Female,6,White,5,2,1,0,14
78850,Male,15,Hispanic,5,0,2,0,14
78851,Female,6,White,2,0,1,0,15
78852,Male,40,Hispanic,4,0,0,0,12
78853,Female,65,White,2,0,0,2,15
78854,Male,67,Black,3,0,0,2,7
78855,Female,4,White,5,3,0,0,8
78856,Female,2,Hispanic,5,1,2,0,6
78857,Female,6,Other,5,1,2,0,14
78858,Male,77,Hispanic,6,0,0,1,15
78859,Male,5,Hispanic,4,1,1,0,15
78860,Male,0,Black,6,3,0,0,10
78861,Male,5,Black,5,1,2,0,3
78862,Female,36,Black,6,0,4,0,8
78863,Male,18,Black,5,0,1,0,15
78864,Female,0,Hispanic,3,1,0,0,10
78865,Female,61,Hispanic,1,0,0,1,2
78866,Male,12,White,4,0,2,0,15
78867,Female,7,White,6,0,4,0,5
78868,Female,3,Hispanic,6,2,2,0,6
78869,Female,6,Black,5,1,3,0,3
78870,Female,52,White,2,0,0,0,6
78871,Male,14,Hispanic,6,0,3,2,14
78872,Female,28,Hispanic,2,0,0,0,6
78873,Male,5,Hispanic,6,3,0,0,13
78874,Female,55,Black,1,0,0,0,7
78875,Female,50,White,5,0,1,0,15
78876,Female,66,White,2,0,0,2,6
78877,Male,8,White,4,0,1,1,15
78878,Male,12,White,3,0,1,0,15
78879,Male,0,White,4,2,0,0,15
78880,Male,33,White,5,3,0,0,6
78881,Female,28,Black,4,0,1,1,2
78882,Female,70,White,2,0,0,2,8
78883,Male,51,White,3,0,0,0,5
78884,Female,26,Hispanic,3,1,0,0,4
78885,Female,61,Hispanic,3,0,0,2,15
78886,Female,4,Hispanic,5,1,2,0,4
78887,Female,4,Hispanic,4,1,2,0,7
78888,Female,9,Black,4,1,2,0,3
78889,Male,17,Hispanic,5,0,2,1,15
78890,Male,23,Other,6,0,1,0,8
78891,Male,1,Hispanic,5,3,0,0,12
78892,Male,62,Hispanic,7,2,4,1,12
78893,Male,14,Hispanic,4,0,1,0,6
78894,Female,4,Asian,4,1,1,0,15
78895,Male,59,Asian,1,0,0,0,77
78896,Female,28,Black,5,0,3,0,2
78897,Female,63,Black,2,0,0,2,7
78898,Female,37,Hispanic,4,1,0,0,12
78899,Male,80,White,3,0,0,2,9
78900,Male,27,White,3,1,0,0,5
78901,Female,44,Black,6,0,3,1,15
78902,Male,63,Hispanic,3,0,0,2,5
78903,Male,66,Hispanic,3,0,1,1,6
78904,Female,23,Black,6,1,3,0,4
78905,Male,61,Hispanic,1,0,0,1,2
78906,Male,15,Black,5,2,1,0,4
78907,Male,30,White,5,2,0,0,15
78908,Female,9,Asian,4,1,1,0,3
78909,Female,41,White,1,0,0,0,8
78910,Male,46,White,3,0,0,0,6
78911,Female,56,Hispanic,3,0,0,1,14
78912,Female,76,White,1,0,0,1,10
78913,Female,7,Hispanic,5,1,2,0,6
78914,Male,0,Asian,5,1,0,1,5
78915,Male,0,White,3,1,1,0,6
78916,Female,60,Black,2,0,0,1,10
78917,Female,26,White,3,1,0,0,3
78918,Male,67,Asian,6,1,1,2,15
78919,Female,47,Asian,4,0,2,0,15
78920,Male,20,Hispanic,3,0,1,0,6
78921,Male,47,Black,5,0,2,0,6
78922,Female,40,Black,4,0,2,0,15
78923,Female,15,White,5,0,1,0,12
78924,Female,50,Black,2,0,0,1,15
78925,Female,19,Asian,2,0,0,0,1
78926,Male,44,White,2,0,1,0,4
78927,Male,8,Black,5,0,3,0,8
78928,Female,80,White,3,0,0,2,3
78929,Female,71,Hispanic,5,1,0,1,6
78930,Male,50,White,4,0,2,0,9
78931,Male,28,White,2,0,0,0,8
78932,Male,13,Asian,4,0,2,0,15
78933,Female,11,Other,5,0,3,0,15
78934,Male,20,White,5,0,1,0,15
78935,Male,13,Black,4,0,2,0,7
78936,Female,11,White,5,0,3,0,4
78937,Male,55,White,4,0,0,0,3
78938,Female,65,Asian,6,0,2,2,12
78939,Male,5,White,5,2,0,0,12
78940,Female,36,Black,4,0,3,0,6
78941,Female,1,Black,3,1,0,0,8
78942,Female,58,Black,1,0,0,0,14
78943,Male,12,Hispanic,3,0,1,0,14
78944,Female,56,Hispanic,2,0,0,1,5
78945,Female,5,Black,6,3,0,0,10
78946,Male,20,Black,2,0,0,0,3
78947,Female,80,White,2,0,0,2,10
78948,Female,5,Black,5,3,0,0,5
78949,Male,43,White,4,0,0,0,3
78950,Female,73,Hispanic,1,0,0,1,2
78951,Female,80,White,1,0,0,1,3
78952,Female,44,Asian,3,0,1,0,15
78953,Male,63,Black,1,0,0,1,4
78954,Male,34,White,4,0,2,0,4
78955,Female,6,Hispanic,4,2,1,0,2
78956,Female,1,White,3,1,0,0,14
78957,Male,19,Black,2,0,0,0,13
78958,Female,14,Hispanic,3,0,1,1,15
78959,Female,39,Asian,3,0,1,0,15
78960,Female,3,Black,7,2,4,0,14
78961,Male,6,White,6,0,4,0,5
78962,Female,52,Hispanic,2,0,0,0,15
78963,Male,52,Black,7,0,0,3,8
78964,Male,35,Hispanic,5,1,2,0,6
78965,Male,6,Hispanic,5,0,1,0,4
78966,Female,18,White,2,0,0,0,6
78967,Female,41,Hispanic,3,0,1,0,15
78968,Female,63,White,3,0,0,2,15
78969,Female,20,Black,5,1,0,0,4
78970,Female,45,White,2,0,0,0,14
78971,Female,10,Black,4,0,3,0,6
78972,Female,4,White,4,2,0,0,9
78973,Female,27,Hispanic,1,0,0,0,6
78974,Male,54,Black,6,0,1,2,5
78975,Male,48,White,1,0,0,0,1
78976,Female,22,White,3,0,0,0,8
78977,Female,24,White,7,2,1,0,7
78978,Female,71,White,2,0,0,2,7
78979,Female,48,White,5,0,1,0,15
78980,Female,68,White,6,2,0,1,5
78981,Female,71,Hispanic,1,0,0,1,3
78982,Female,9,Hispanic,5,0,1,0,8
78983,Male,52,White,3,0,1,0,15
78984,Male,17,White,3,0,2,0,2
78985,Female,5,White,3,1,0,0,15
78986,Female,19,White,4,1,1,0,3
78987,Male,30,White,2,0,0,0,12
78988,Male,2,Other,4,2,0,0,10
78989,Male,68,Black,1,0,0,1,7
78990,Male,75,White,2,0,0,2,2
78991,Male,61,Hispanic,2,0,0,1,15
78992,Female,19,Black,4,0,2,0,8
78993,Female,7,Hispanic,5,1,1,0,15
78994,Female,54,Black,2,0,0,0,9
78995,Female,6,Asian,4,1,1,0,8
78996,Male,5,Black,2,1,0,0,8
78997,Female,74,White,1,0,0,1,6
78998,Male,8,White,7,2,3,0,7
78999,Male,23,Black,4,0,1,0,10
79000,Male,36,Hispanic,5,2,1,0,8
79001,Male,28,White,2,0,0,0,2
79002,Female,43,White,2,0,0,0,8
79003,Female,7,Hispanic,4,1,1,0,14
79004,Male,2,Black,5,2,1,0,7
79005,Male,44,Black,4,0,2,0,15
79006,Female,52,White,3,0,0,1,15
79007,Female,52,Asian,4,0,0,0,15
79008,Female,11,White,4,0,2,0,15
79009,Male,10,Hispanic,4,0,2,0,5
79010,Male,5,White,3,1,0,0,15
79011,Female,80,White,1,0,0,1,6
79012,Female,50,White,1,0,0,0,3
79013,Male,58,White,2,0,0,0,1
79014,Female,54,Black,1,0,0,0,3
79015,Male,64,Hispanic,2,0,0,2,10
79016,Male,80,White,2,0,0,2,14
79017,Male,61,Hispanic,5,0,2,1,6
79018,Female,18,White,6,0,3,0,14
79019,Female,45,Black,3,0,0,0,6
79020,Male,0,White,5,2,0,0,6
79021,Female,7,Black,7,2,2,0,6
79022,Male,44,Black,7,3,4,0,1
79023,Female,42,White,4,0,1,0,15
79024,Male,32,Black,5,0,3,0,7
79025,Female,54,Black,2,0,0,0,4
79026,Male,23,White,3,0,0,0,12
79027,Female,48,White,2,0,0,0,2
79028,Male,12,Hispanic,4,0,2,0,6
79029,Male,52,White,2,0,0,1,12
79030,Male,4,Hispanic,4,1,1,1,4
79031,Male,68,Black,2,0,0,2,14
79032,Male,33,Black,6,0,3,0,12
79033,Male,41,White,6,0,3,0,15
79034,Female,56,Other,5,0,1,1,NA
79035,Male,10,Hispanic,5,1,2,0,6
79036,Female,15,Hispanic,6,1,1,0,7
79037,Female,22,White,3,0,0,0,12
79038,Male,5,Other,4,2,0,0,8
79039,Female,34,White,4,0,1,1,15
79040,Female,58,Black,2,0,0,0,12
79041,Female,52,White,4,0,1,0,15
79042,Male,65,White,2,0,0,2,15
79043,Female,14,White,4,0,2,0,7
79044,Male,31,Asian,3,1,0,0,8
79045,Female,11,Hispanic,7,1,2,0,12
79046,Female,0,Asian,3,1,0,0,15
79047,Female,13,White,4,0,1,1,15
79048,Male,80,White,2,0,0,2,15
79049,Female,21,White,5,1,0,0,8
79050,Female,74,Hispanic,3,0,0,2,14
79051,Female,14,Other,5,0,3,0,15
79052,Male,4,White,3,2,0,0,2
79053,Male,3,White,4,1,0,0,6
79054,Male,14,Other,6,0,4,0,15
79055,Male,7,Black,7,1,4,0,1
79056,Male,9,Hispanic,3,0,2,0,14
79057,Female,35,Hispanic,7,0,0,0,10
79058,Female,12,Hispanic,4,0,2,0,4
79059,Male,18,White,6,0,1,0,15
79060,Female,31,White,5,2,0,0,15
79061,Male,43,Hispanic,2,0,0,0,9
79062,Male,4,Asian,7,1,1,2,77
79063,Female,51,Hispanic,5,0,2,0,9
79064,Male,48,Asian,4,1,1,0,7
79065,Female,4,Hispanic,5,1,1,0,8
79066,Male,14,Black,5,2,1,0,2
79067,Male,26,Hispanic,7,2,0,0,14
79068,Female,36,Asian,3,1,0,0,15
79069,Male,30,White,2,0,0,0,7
79070,Male,17,Black,7,0,4,0,15
79071,Male,80,Other,6,1,0,1,15
79072,Female,53,Hispanic,3,0,1,0,15
79073,Female,16,White,7,0,4,0,14
79074,Male,16,Black,3,0,2,0,6
79075,Male,27,Hispanic,2,0,0,0,6
79076,Female,19,Black,6,0,1,2,5
79077,Male,80,White,3,0,0,1,7
79078,Female,60,Black,3,0,0,2,7
79079,Male,1,Black,6,3,0,0,3
79080,Female,76,Hispanic,3,0,0,2,6
79081,Female,27,Asian,4,0,0,2,9
79082,Female,4,Black,4,1,1,0,2
79083,Male,0,White,3,1,0,0,9
79084,Female,42,Hispanic,5,0,2,0,99
79085,Female,0,Hispanic,7,2,3,0,5
79086,Female,39,White,5,2,1,0,9
79087,Female,14,Hispanic,6,0,3,0,4
79088,Female,46,White,3,0,0,0,9
79089,Female,55,White,2,0,0,0,3
79090,Male,7,Black,3,0,2,0,2
79091,Female,38,Hispanic,4,1,1,0,NA
79092,Female,36,White,5,3,0,0,15
79093,Male,4,Hispanic,6,3,1,0,8
79094,Female,14,Black,3,0,1,0,14
79095,Female,80,Asian,5,0,2,1,15
79096,Male,44,Black,6,0,0,2,3
79097,Female,15,Black,4,0,1,0,10
79098,Male,19,White,4,0,1,0,4
79099,Male,34,White,1,0,0,0,9
79100,Female,28,Hispanic,5,1,0,1,4
79101,Female,48,Black,4,0,0,1,6
79102,Male,3,Black,4,1,0,0,2
79103,Female,80,White,2,0,0,2,99
79104,Male,5,Black,5,1,2,0,8
79105,Male,15,Hispanic,5,0,3,0,3
79106,Male,78,Black,2,0,0,2,2
79107,Female,1,White,7,1,2,1,15
79108,Male,3,White,5,3,0,0,15
79109,Female,5,Hispanic,5,3,0,0,13
79110,Female,35,White,4,0,2,0,15
79111,Female,2,White,6,1,2,1,5
79112,Female,22,Black,6,0,4,0,7
79113,Male,66,Black,2,0,0,2,14
79114,Male,28,White,2,0,0,0,15
79115,Female,0,Hispanic,5,3,0,0,8
79116,Male,62,White,2,0,0,2,NA
79117,Male,9,White,4,0,3,0,10
79118,Male,8,Black,6,0,4,0,3
79119,Female,56,White,2,0,0,1,7
79120,Male,11,White,2,0,1,0,5
79121,Female,62,Hispanic,4,0,1,1,6
79122,Female,9,Hispanic,4,0,2,0,15
79123,Male,4,Hispanic,6,1,3,0,7
79124,Female,3,Hispanic,4,1,0,1,3
79125,Female,48,Black,2,0,0,0,99
79126,Male,3,Hispanic,3,1,0,0,77
79127,Female,27,White,2,0,0,0,7
79128,Female,64,Black,1,0,0,1,6
79129,Male,1,Other,3,1,0,0,6
79130,Female,47,White,4,0,2,0,14
79131,Male,0,White,5,3,0,0,2
79132,Female,28,Black,6,1,3,0,3
79133,Female,0,Hispanic,6,2,2,0,15
79134,Male,78,Black,1,0,0,1,3
79135,Male,60,Hispanic,4,1,1,1,4
79136,Female,67,Hispanic,2,0,0,1,6
79137,Male,25,White,4,0,0,0,5
79138,Female,60,Black,2,0,0,1,6
79139,Female,13,Hispanic,7,1,3,0,6
79140,Female,34,Other,5,2,1,0,10
79141,Male,7,Asian,6,3,1,0,15
79142,Female,49,Hispanic,1,0,0,0,8
79143,Female,1,White,3,1,0,0,15
79144,Male,39,White,2,0,0,0,7
79145,Male,2,Black,4,1,1,0,8
79146,Female,26,Hispanic,2,0,0,0,6
79147,Female,38,White,2,0,1,0,6
79148,Male,33,Hispanic,6,1,1,0,5
79149,Female,6,Asian,6,0,2,2,12
79150,Male,10,Hispanic,6,1,3,0,3
79151,Female,37,White,3,1,1,0,3
79152,Male,53,White,5,0,3,0,6
79153,Female,29,Hispanic,5,0,2,1,4
79154,Male,71,White,2,0,0,2,15
79155,Female,30,White,4,0,2,0,6
79156,Female,8,White,5,0,1,0,6
79157,Male,4,Black,5,2,1,0,9
79158,Male,4,Asian,4,1,1,0,5
79159,Male,62,Hispanic,2,0,0,1,5
79160,Female,14,White,6,0,3,0,15
79161,Female,55,Hispanic,4,0,0,1,6
79162,Male,80,White,2,0,0,2,15
79163,Male,19,White,7,0,4,0,1
79164,Male,33,Other,4,0,2,0,15
79165,Female,65,White,1,0,0,1,7
79166,Male,19,White,3,0,0,0,15
79167,Male,7,Black,4,1,1,0,77
79168,Female,2,White,4,2,0,0,5
79169,Female,32,White,6,1,2,0,7
79170,Male,14,Hispanic,4,0,2,0,7
79171,Female,74,White,2,0,0,2,5
79172,Female,1,Hispanic,7,2,3,2,8
79173,Male,51,White,2,0,0,0,4
79174,Female,1,Asian,3,1,0,0,15
79175,Male,21,White,2,0,0,0,4
79176,Male,55,Black,2,0,0,1,10
79177,Male,43,White,5,0,2,0,15
79178,Male,80,Asian,1,0,0,1,15
79179,Female,80,White,2,0,0,2,77
79180,Female,69,Hispanic,4,1,0,1,8
79181,Female,34,White,3,1,1,0,2
79182,Male,12,Other,3,0,1,1,14
79183,Female,4,White,4,1,2,0,6
79184,Male,80,White,2,0,0,1,4
79185,Male,79,Black,1,0,0,1,5
79186,Female,80,Hispanic,2,0,0,1,6
79187,Female,52,Other,4,0,0,1,5
79188,Female,55,White,1,0,0,0,77
79189,Male,74,Black,5,1,0,2,7
79190,Male,41,Hispanic,4,0,0,0,15
79191,Female,60,White,2,0,0,1,15
79192,Female,1,Hispanic,6,1,1,0,NA
79193,Male,20,White,3,0,0,0,15
79194,Male,0,Hispanic,7,1,2,1,5
79195,Female,66,Black,3,0,1,1,2
79196,Female,18,Asian,4,0,0,0,14
79197,Male,1,Other,4,1,1,0,15
79198,Male,46,Hispanic,5,1,2,0,4
79199,Female,80,Hispanic,1,0,0,1,2
79200,Female,80,Hispanic,3,0,0,2,8
79201,Male,75,White,4,1,0,1,3
79202,Female,23,White,4,0,0,1,15
79203,Female,4,Asian,4,2,0,0,15
79204,Female,80,White,2,0,0,2,15
79205,Male,20,Black,4,0,1,2,8
79206,Male,72,White,1,0,0,1,3
79207,Female,25,Hispanic,3,0,0,0,15
79208,Female,52,White,2,0,0,0,15
79209,Male,6,White,4,0,2,0,15
79210,Male,25,Asian,4,0,0,2,9
79211,Female,39,Hispanic,2,0,0,0,3
79212,Female,0,Hispanic,4,1,1,0,8
79213,Female,31,White,4,1,0,0,7
79214,Female,80,Black,2,0,0,2,NA
79215,Female,28,Asian,2,0,0,0,8
79216,Female,80,White,3,0,0,3,15
79217,Male,33,Black,2,0,0,0,15
79218,Male,14,Black,3,0,1,2,8
79219,Male,23,White,3,0,0,2,15
79220,Male,55,White,4,0,0,1,6
79221,Male,53,Black,2,0,0,0,13
79222,Female,9,Hispanic,7,3,2,0,5
79223,Female,21,White,4,0,0,2,9
79224,Female,19,Asian,2,0,0,0,1
79225,Female,71,White,1,0,0,1,3
79226,Male,24,Asian,3,0,1,0,14
79227,Female,8,Asian,3,0,1,0,5
79228,Male,42,White,2,0,0,0,6
79229,Male,15,Hispanic,3,0,1,0,77
79230,Female,0,Black,4,2,1,0,1
79231,Male,52,White,3,0,0,0,15
79232,Female,34,Hispanic,1,0,0,0,77
79233,Male,16,Other,3,0,2,0,8
79234,Female,30,Black,7,0,1,0,5
79235,Female,14,Hispanic,5,0,1,0,12
79236,Male,9,White,4,0,2,0,14
79237,Male,7,White,5,1,2,0,15
79238,Male,9,Hispanic,5,0,3,0,6
79239,Female,7,Other,7,3,4,0,8
79240,Male,67,Black,2,0,0,2,7
79241,Male,47,Hispanic,4,0,0,0,6
79242,Male,13,White,5,0,2,1,NA
79243,Female,13,White,5,0,2,0,15
79244,Male,0,Asian,3,1,0,0,15
79245,Female,75,Black,4,0,0,1,12
79246,Female,30,Hispanic,5,2,1,0,4
79247,Male,51,Black,5,0,0,0,12
79248,Female,11,White,4,0,2,0,15
79249,Female,17,Asian,5,0,3,0,15
79250,Male,5,Asian,4,1,1,0,7
79251,Female,15,Hispanic,4,0,1,0,9
79252,Male,7,Other,7,1,4,0,6
79253,Female,26,Asian,2,0,0,0,14
79254,Female,29,Black,1,0,0,0,77
79255,Male,7,Hispanic,4,0,2,0,15
79256,Female,23,Hispanic,3,0,0,0,8
79257,Female,46,Hispanic,3,0,1,0,77
79258,Female,59,Hispanic,2,0,0,0,5
79259,Male,59,Asian,2,0,0,0,10
79260,Male,13,Black,6,0,4,0,9
79261,Female,12,Black,3,0,2,0,6
79262,Male,7,White,6,0,4,0,5
79263,Male,46,White,1,0,0,0,9
79264,Female,16,Hispanic,5,1,2,0,6
79265,Male,14,Black,5,0,3,0,2
79266,Female,58,Black,4,0,2,0,7
79267,Male,65,White,4,0,0,2,8
79268,Female,55,White,2,0,0,0,15
79269,Female,40,Asian,4,0,2,0,15
79270,Female,66,Black,1,0,0,1,4
79271,Female,49,White,2,0,0,0,15
79272,Female,28,White,5,3,0,0,9
79273,Female,48,White,1,0,0,0,5
79274,Female,44,Hispanic,2,0,0,0,8
79275,Male,62,Hispanic,3,0,0,1,6
79276,Female,26,Asian,3,0,0,0,15
79277,Female,4,Hispanic,6,2,0,0,8
79278,Male,7,Black,4,0,2,0,7
79279,Female,49,Black,5,0,3,1,4
79280,Male,12,Black,4,1,1,0,12
79281,Female,23,White,2,0,0,0,15
79282,Female,18,Other,5,0,0,0,15
79283,Male,18,Asian,3,0,0,0,1
79284,Female,34,Hispanic,3,0,0,1,5
79285,Male,4,Hispanic,3,1,0,0,5
79286,Male,72,White,2,0,0,2,15
79287,Male,19,Hispanic,3,0,0,0,8
79288,Female,79,White,2,0,0,2,4
79289,Female,16,Asian,3,0,1,0,15
79290,Male,18,White,3,0,0,0,3
79291,Female,35,White,4,1,1,1,6
79292,Male,58,Asian,1,0,0,0,8
79293,Female,30,Hispanic,5,0,3,0,15
79294,Male,39,Black,7,2,3,0,12
79295,Male,21,Black,3,1,0,0,2
79296,Female,58,Other,3,0,0,0,12
79297,Female,62,Hispanic,4,0,0,2,12
79298,Female,60,White,1,0,0,1,3
79299,Female,4,White,3,2,0,0,2
79300,Male,39,White,2,0,0,0,4
79301,Male,15,Asian,4,0,2,0,9
79302,Female,46,Black,4,0,1,0,77
79303,Male,0,Black,7,2,3,2,5
79304,Male,38,White,4,1,1,0,15
79305,Male,46,White,5,0,1,0,12
79306,Female,39,Hispanic,3,0,0,0,7
79307,Female,8,Asian,4,0,1,1,15
79308,Female,0,Hispanic,4,2,0,0,9
79309,Female,40,White,4,0,1,2,15
79310,Male,70,White,2,0,0,2,4
79311,Female,47,Asian,5,0,3,0,15
79312,Male,5,Asian,4,1,1,0,8
79313,Female,14,Black,5,1,1,0,4
79314,Male,55,White,2,0,0,0,14
79315,Male,32,White,5,1,2,0,2
79316,Female,10,Black,4,0,1,0,15
79317,Female,14,Hispanic,7,1,4,0,6
79318,Female,45,Hispanic,2,0,0,0,14
79319,Female,67,White,2,0,0,2,6
79320,Female,26,White,7,1,2,0,8
79321,Male,8,Black,6,1,2,0,7
79322,Male,70,White,1,0,0,1,3
79323,Female,80,White,1,0,0,1,3
79324,Female,44,Hispanic,7,2,1,0,7
79325,Female,72,White,2,0,0,2,14
79326,Female,5,Hispanic,6,1,3,0,7
79327,Female,3,Hispanic,4,2,0,0,15
79328,Female,80,White,2,0,0,1,3
79329,Male,18,White,4,0,1,0,15
79330,Male,35,Other,4,1,0,0,6
79331,Male,58,White,2,0,0,0,NA
79332,Female,8,Hispanic,6,2,2,0,2
79333,Female,51,Black,3,0,1,0,6
79334,Male,45,Hispanic,4,0,2,0,7
79335,Female,39,Asian,7,1,3,0,7
79336,Male,6,Hispanic,3,0,1,0,15
79337,Female,61,Asian,2,0,0,1,1
79338,Male,44,Asian,4,1,1,0,15
79339,Female,60,Black,5,0,0,1,8
79340,Female,31,White,2,0,0,0,14
79341,Female,32,Asian,4,0,0,0,15
79342,Male,21,Other,4,0,1,0,15
79343,Male,10,White,4,0,3,0,10
79344,Female,16,Other,5,0,3,0,6
79345,Female,8,White,5,1,2,0,15
79346,Male,62,White,1,0,0,1,3
79347,Male,10,Hispanic,4,0,2,0,7
79348,Male,9,Black,4,1,1,1,1
79349,Female,4,Other,7,2,4,0,14
79350,Male,14,White,2,0,1,0,2
79351,Male,62,White,2,0,0,1,14
79352,Male,69,Hispanic,2,0,0,2,6
79353,Male,15,Asian,5,0,3,0,7
79354,Female,19,White,7,0,3,0,6
79355,Male,1,Black,3,1,0,0,15
79356,Male,6,Hispanic,3,1,1,0,2
79357,Male,1,Black,2,1,0,0,2
79358,Male,67,Black,2,0,0,2,14
79359,Male,25,White,2,0,0,0,10
79360,Female,55,White,2,0,0,0,12
79361,Female,6,Hispanic,6,1,2,0,6
79362,Male,59,White,1,0,0,0,7
79363,Female,11,Asian,4,0,2,0,15
79364,Female,44,Hispanic,7,0,0,0,10
79365,Male,29,Black,1,0,0,0,6
79366,Male,42,Other,6,0,1,0,8
79367,Female,1,Black,6,3,1,0,1
79368,Male,8,White,4,0,2,1,6
79369,Male,30,Asian,4,0,2,0,7
79370,Female,8,Black,6,0,4,0,5
79371,Male,63,Other,2,0,0,2,6
79372,Male,0,Hispanic,5,1,2,0,7
79373,Female,49,White,3,0,0,1,15
79374,Female,58,White,2,0,0,0,15
79375,Female,35,White,5,0,3,0,6
79376,Male,50,White,1,0,0,0,8
79377,Male,72,Black,3,0,0,2,77
79378,Female,52,White,2,0,0,0,4
79379,Female,43,Hispanic,7,1,3,0,8
79380,Female,24,White,7,1,3,0,15
79381,Male,14,White,2,0,1,0,7
79382,Male,3,White,3,2,0,0,14
79383,Male,4,Hispanic,6,3,1,0,6
79384,Male,3,White,3,2,0,0,14
79385,Male,44,Hispanic,2,0,0,0,12
79386,Male,57,White,3,0,0,0,6
79387,Male,38,Hispanic,6,1,3,0,7
79388,Female,67,Asian,1,0,0,1,3
79389,Male,55,White,2,0,0,0,8
79390,Female,20,White,5,0,2,0,15
79391,Female,42,Black,1,0,0,0,3
79392,Male,11,White,4,0,2,0,15
79393,Female,14,Hispanic,4,0,1,2,8
79394,Female,16,White,5,0,1,0,10
79395,Female,52,White,3,0,0,0,15
79396,Female,32,White,4,2,0,0,15
79397,Female,16,Hispanic,5,0,2,0,14
79398,Male,29,Black,3,1,0,0,4
79399,Male,26,White,2,0,0,0,10
79400,Male,26,Hispanic,7,2,1,0,3
79401,Female,5,White,5,2,1,0,5
79402,Male,8,White,5,1,2,0,5
79403,Female,5,Hispanic,5,1,2,0,6
79404,Female,19,White,2,0,0,0,12
79405,Female,33,White,6,2,1,0,15
79406,Female,69,White,1,0,0,1,3
79407,Female,43,Black,2,0,0,0,1
79408,Female,70,White,2,0,0,2,15
79409,Female,21,White,4,0,0,0,15
79410,Male,6,Black,6,0,3,1,4
79411,Male,64,Hispanic,2,0,0,2,3
79412,Male,12,Black,4,0,1,1,5
79413,Male,0,Hispanic,3,1,0,0,15
79414,Male,0,Other,5,3,0,0,15
79415,Female,57,White,2,0,0,0,15
79416,Male,64,White,1,0,0,1,7
79417,Male,80,White,1,0,0,1,9
79418,Female,6,Hispanic,6,1,2,0,6
79419,Female,70,White,1,0,0,1,7
79420,Female,0,Hispanic,2,1,0,0,6
79421,Male,31,White,3,1,0,0,14
79422,Female,46,White,4,0,2,0,15
79423,Female,25,White,3,0,0,0,15
79424,Female,17,Black,6,1,3,0,4
79425,Male,53,Asian,4,0,0,0,14
79426,Female,40,White,4,0,2,0,12
79427,Male,6,Hispanic,5,1,2,0,9
79428,Male,6,Hispanic,6,3,1,0,1
79429,Female,18,Black,5,0,1,0,15
79430,Male,18,Black,6,0,3,1,4
79431,Male,56,Hispanic,7,2,0,0,6
79432,Male,73,Asian,2,0,1,1,5
79433,Female,48,Hispanic,4,0,2,0,77
79434,Female,22,Other,4,0,0,0,14
79435,Male,6,Hispanic,5,1,2,0,6
79436,Female,28,Black,2,0,1,0,3
79437,Male,60,Black,1,0,0,1,2
79438,Female,50,White,4,0,1,0,7
79439,Male,8,Asian,4,1,1,0,15
79440,Female,73,Black,1,0,0,1,2
79441,Female,67,Black,6,0,3,1,4
79442,Male,45,White,3,0,2,0,8
79443,Male,44,Black,5,0,0,3,12
79444,Female,29,White,2,0,0,0,8
79445,Male,80,White,2,0,0,2,15
79446,Male,47,Hispanic,1,0,0,0,4
79447,Female,11,Other,6,1,3,0,8
79448,Male,1,Hispanic,4,1,1,0,15
79449,Female,37,White,2,0,1,0,7
79450,Female,5,Black,4,1,0,0,8
79451,Female,47,Black,2,0,0,0,3
79452,Female,74,White,4,0,0,1,5
79453,Male,54,Black,2,0,0,1,6
79454,Female,59,White,3,0,0,1,13
79455,Female,37,Hispanic,5,0,2,1,77
79456,Male,18,Hispanic,6,0,1,0,3
79457,Male,68,White,2,0,0,2,10
79458,Female,10,Hispanic,5,1,2,1,8
79459,Male,30,Asian,2,0,0,0,15
79460,Male,64,Hispanic,4,0,0,3,12
79461,Female,76,White,3,0,0,2,77
79462,Male,25,Hispanic,5,2,2,0,6
79463,Male,33,Asian,2,0,0,0,15
79464,Female,28,Hispanic,2,0,0,0,14
79465,Male,18,Black,5,0,0,2,NA
79466,Female,36,Asian,5,1,0,1,9
79467,Male,26,White,3,0,0,0,14
79468,Male,52,White,3,0,0,0,2
79469,Male,80,White,2,0,0,2,15
79470,Female,14,Asian,7,0,4,0,2
79471,Male,42,White,4,1,1,0,15
79472,Male,5,Hispanic,5,2,2,0,6
79473,Female,27,White,3,0,1,0,5
79474,Female,50,Black,3,0,2,0,5
79475,Male,3,Asian,4,1,1,0,6
79476,Female,66,Black,2,0,0,2,6
79477,Female,62,Black,4,2,1,1,7
79478,Female,4,White,4,2,0,0,3
79479,Female,21,White,3,0,0,0,15
79480,Female,38,Asian,4,0,2,0,15
79481,Male,72,Black,2,0,0,2,12
79482,Female,55,Black,1,0,0,0,7
79483,Female,4,White,3,2,0,0,1
79484,Male,54,Hispanic,4,0,0,1,14
79485,Male,3,White,3,1,0,0,10
79486,Female,72,White,5,1,0,2,6
79487,Female,42,Hispanic,4,0,2,0,5
79488,Male,42,Hispanic,6,1,1,0,7
79489,Female,8,White,6,1,2,1,5
79490,Male,34,White,1,0,0,0,1
79491,Female,34,Asian,3,1,0,0,15
